Core	coretype	sampler	depth	mass	%2mm	water	wetden	dryden	om	carb
99-Jof(01)	vibracore	brass	264	4.08	0	59.19	1.43	0.58	9.82	1.15
99-Jof(01)	vibracore	brass	266	3.34	0	64.09	1.33	0.48	13.23	1.49
99-Jof(01)	vibracore	brass	268	3.96	0	59.3	1.39	0.57	10.2	1.69
99-Jof(01)	vibracore	brass	270	3.87	0	60.01	1.38	0.55	9.63	1.93
99-Jof(01)	vibracore	brass	272	4.18	0	58.5	1.44	0.6	10.21	1.07
99-Jof(01)	vibracore	brass	274	5	0	51.4	1.47	0.71	8.44	0.9
99-Jof(01)	vibracore	brass	276	4.09	0	57.91	1.39	0.58	11.73	0.91
99-Jof(01)	vibracore	brass	278	3.92	0	59.21	1.37	0.56	11.04	1.02
99-Jof(01)	vibracore	brass	280	4.15	0	55.57	1.33	0.59	10.68	0.84
99-Jof(01)	vibracore	brass	282	4.6	0	54.71	1.45	0.66	8.87	1.01
99-Jof(01)	vibracore	brass	284	5.4	0	49.69	1.53	0.77	7.08	0.9
99-Jof(01)	vibracore	brass	286	4.55	0	54.65	1.43	0.65	8.19	0.8
99-Jof(01)	vibracore	brass	288	4.29	0	57.48	1.44	0.61	7.16	1.37
99-Jof(01)	vibracore	brass	290	4.55	0	55.45	1.46	0.65	7.45	0.67
99-Jof(01)	vibracore	brass	292	4.13	0	58.3	1.41	0.59	9.67	0.7
99-Jof(01)	vibracore	brass	294	4.48	0	56.43	1.47	0.64	9.64	0.66
99-Jof(01)	vibracore	brass	296	4.02	0	59.41	1.41	0.57	10.38	0.99
99-Jof(01)	vibracore	brass	298	4.53	0	55.48	1.45	0.65	7.67	1.33
99-Jof(01)	vibracore	brass	300	4.8	0	54.38	1.5	0.69	7.59	1.4
99-Jof(01)	vibracore	brass	302	3.98	0	59.44	1.4	0.57	11.01	1.26
99-Jof(01)	vibracore	brass	304	3.88	0	59.57	1.37	0.55	11.14	0.75
99-Jof(01)	vibracore	brass	306	4.34	0	56.36	1.42	0.62	10.13	0.92
99-Jof(01)	vibracore	brass	308	4.36	0	56.54	1.43	0.62	10.76	1.06
99-Jof(01)	vibracore	brass	310	3.73	0	60.67	1.35	0.53	13.12	0.97
99-Jof(01)	vibracore	brass	312	4.9	0	53.58	1.51	0.7	9.58	1.12
99-Jof(01)	vibracore	brass	314	5.47	0	50.81	1.59	0.78	7.99	1.08
99-Jof(01)	vibracore	brass	316	4.77	0	53	1.45	0.68	13.15	1.2
99-Jof(01)	vibracore	brass	318	4.05	0	59.18	1.42	0.58	13.99	1.37
99-Jof(01)	vibracore	brass	320	4.65	0	54.68	1.46	0.66	9.11	0.27
99-Jof(01)	vibracore	brass	322	4.42	0	56.4	1.45	0.63	8.7	1.61
99-Jof(01)	vibracore	brass	324	4.27	0	56.8	1.41	0.61	9.53	1.63
99-Jof(01)	vibracore	brass	326	4.5	0	56.01	1.46	0.64	10.53	1.29
99-Jof(01)	vibracore	brass	328	4.3	0	57.05	1.43	0.61	9.69	1.72
99-Jof(01)	vibracore	brass	330	4.66	0	55.14	1.48	0.67	9.26	1.55
99-Jof(01)	vibracore	brass	332	4.08	0	58.99	1.42	0.58	10.78	1.69
99-Jof(01)	vibracore	brass	334	4.08	0	58.91	1.42	0.58	10.46	1.62
99-Jof(01)	vibracore	brass	336	3.94	0	60.03	1.41	0.56	11.77	1.73
99-Jof(01)	vibracore	brass	338	3.83	0	59.8	1.36	0.55	11.85	1.73
99-Jof(01)	vibracore	brass	340	3.8	0	59.94	1.36	0.54	10.01	1.91
99-Jof(01)	vibracore	brass	342	3.66	0	61.1	1.34	0.52	10.37	1.97
99-Jof(01)	vibracore	brass	344	3.93	0	59.56	1.39	0.56	10.17	2
99-Jof(01)	vibracore	brass	346	4.05	0	58.16	1.38	0.58	10.01	2.04
99-Jof(01)	vibracore	brass	348	3.78	0	61.36	1.4	0.54	11.52	2.16
99-Jof(01)	vibracore	brass	350	3.79	0	61.11	1.39	0.54	11.22	1.98
99-Jof(01)	vibracore	brass	352	4.28	0	57.54	1.44	0.61	10.59	1.88
99-Jof(01)	vibracore	brass	354	3.78	0	60.76	1.38	0.54	11.8	1.77
99-Jof(01)	vibracore	brass	356	3.9	0	60.02	1.39	0.56	10.51	1.72
99-Jof(01)	vibracore	brass	358	4.11	0	58.7	1.42	0.59	9.28	1.63
99-Jof(01)	vibracore	brass	360	6.52	0	44.66	1.68	0.93	5.46	1.15
99-Jof(01)	vibracore	brass	362	4.45	0	56.5	1.46	0.64	8.41	1.6
99-Jof(01)	vibracore	brass	364	7.61	0	37.52	1.74	1.09	2.76	0.93
99-Jof(01)	vibracore	brass	366	5.45	0	49.05	1.53	0.78	6.29	1.05
99-Jof(01)	vibracore	brass	368	5.4	0	49.32	1.52	0.77	8.43	1.18
99-Jof(01)	vibracore	brass	370	4.95	0	52.27	1.48	0.71	8.86	1.36
99-Jof(01)	vibracore	brass	372	6.27	0	39.98	1.49	0.9	6.09	0.88
99-Jof(01)	vibracore	brass	374	5.46	0	49.03	1.53	0.78	7.82	1.28
99-Jof(01)	vibracore	brass	376	3.33	0	64.36	1.33	0.48	14.33	2
99-Jof(01)	vibracore	brass	378	3.63	0	62.33	1.38	0.52	11.73	1.95
99-Jof(01)	vibracore	brass	380	2.6	0	70.23	1.25	0.37	18.59	2.84
99-Jof(01)	vibracore	brass	382	3.01	0	66.91	1.3	0.43	15.76	2.58
99-Jof(01)	vibracore	brass	384	3.07	0	66.55	1.31	0.44	17.95	0.87
99-Jof(01)	vibracore	brass	386	2.76	0	68.73	1.26	0.39	21.13	0.99
99-Jof(01)	vibracore	brass	388	2.86	0	67.67	1.26	0.41	19.2	1.04
99-Jof(01)	vibracore	brass	390	3.14	0	65.81	1.31	0.45	17.48	0.74
99-Jof(01)	vibracore	brass	392	4.07	0	58	1.38	0.58	13.14	0.71
99-Jof(01)	vibracore	brass	394	3.62	0	62.34	1.37	0.52	15.48	0.8
99-Jof(01)	vibracore	brass	396	2.98	0	66.88	1.29	0.43	17.95	1.2
99-Jof(01)	vibracore	brass	398	3.53	0	62.34	1.34	0.5	13.55	1.15
99-Jof(01)	vibracore	brass	400	4.03	0	57.33	1.35	0.58	11.36	1.18
99-Jof(01)	vibracore	brass	402	4.11	0	58.87	1.43	0.59	12.06	1.27
99-Jof(01)	vibracore	brass	404	3.51	0	62.78	1.35	0.5	14.57	1.54
99-Jof(01)	vibracore	brass	406	3.49	0	63.29	1.36	0.5	15.9	1.56
99-Jof(01)	vibracore	brass	408	3.49	0	62.48	1.33	0.5	16.45	1.57
99-Jof(01)	vibracore	brass	410	3.13	0	65.89	1.31	0.45	19.21	1.58
99-Jof(01)	vibracore	brass	412	2.69	0	69.79	1.27	0.38	24.12	1.6
99-Jof(01)	vibracore	brass	414	2.37	0	72.54	1.23	0.34	27.77	1.69
99-Jof(01)	vibracore	brass	416	2.58	0	69.99	1.23	0.37	23.95	1.99
99-Jof(01)	vibracore	brass	418	2.36	0	72.37	1.22	0.34	27.76	2.25
99-Jof(01)	vibracore	brass	420	2.32	0	72.07	1.19	0.33	28.18	1.97
99-Jof(01)	vibracore	brass	422	2.89	0	68.22	1.3	0.41	23.25	1.79
99-Jof(01)	vibracore	brass	424	2.63	0	70.56	1.27	0.38	26.28	1.67
99-Jof(01)	vibracore	brass	426	2.76	0	69.62	1.3	0.39	26.28	1.69
99-Jof(01)	vibracore	brass	428	3.05	0	65.6	1.27	0.44	21.88	1.58
99-Jof(01)	vibracore	brass	430	2.25	0	73.98	1.24	0.32	31.18	2.06
99-Jof(01)	vibracore	brass	432	2.22	0	73.48	1.2	0.32	30.75	2.11
99-Jof(01)	vibracore	brass	434	2.68	0	69.76	1.26	0.38	25.85	1.78
99-Jof(01)	vibracore	brass	436	2.51	0	70.87	1.23	0.36	27.37	1.79
99-Jof(01)	vibracore	brass	438	1.9	0	73.66	1.03	0.27	31.36	2.13
99-Jof(01)	vibracore	brass	440	2.1	0	73.94	1.15	0.3	31.42	1.95
99-Jof(01)	vibracore	brass	442	2.28	0	73.5	1.23	0.33	30.56	2.32
99-Jof(01)	vibracore	brass	444	2.6	0	71.18	1.29	0.37	26.1	2.31
99-Jof(01)	vibracore	brass	446	3.05	0	67	1.32	0.44	22.29	1.92
99-Jof(01)	vibracore	brass	448	2.51	0	70.36	1.21	0.36	26.75	3.53
99-Jof(01)	vibracore	brass	450	4.2	0	57.58	1.41	0.6	13.75	1.6
99-Jof(01)	vibracore	brass	452	2.85	0	68.32	1.28	0.41	21.5	2.26
99-Jof(01)	vibracore	brass	454	2.74	0	68.49	1.24	0.39	22.26	2.1
99-Jof(01)	vibracore	brass	456	2.81	0	69.07	1.3	0.4	22.97	2.06
99-Jof(01)	vibracore	brass	458	3.4	0	63.82	1.34	0.49	19.01	1.77
99-Jof(01)	vibracore	brass	460	2.66	0	69.77	1.26	0.38	24.14	2.09
99-Jof(01)	vibracore	brass	462	2.83	0	68.46	1.28	0.4	20.49	2.09
99-Jof(01)	vibracore	brass	464	3.17	0	65	1.3	0.45	16.78	1.85
99-Jof(01)	vibracore	brass	466	5.06	0	52.06	1.51	0.72	8.97	1.36
99-Jof(01)	vibracore	brass	468	7.09	0	39.72	1.68	1.01	4.69	1.31
99-Jof(01)	vibracore	brass	470	7.82	0	34.98	1.72	1.12	3.41	1.11
99-Jof(01)	vibracore	brass	472	9.78	0	26.75	1.91	1.4	1.71	0.96
99-Jof(01)	vibracore	brass	474	12.01	0	24.87	1.83	1.37	1.39	0.76
99-Jof(01)	vibracore	brass	476	10.3	0	25.18	1.97	1.47	1.25	0.88
99-Jof(01)	vibracore	brass	478	10.25	0	25.72	1.97	1.46	1.78	0.71
99-Jof(01)	vibracore	brass	480	10.38	0	25.09	1.98	1.48	1.75	0.8
99-Jof(01)	vibracore	brass	482	6.32	0	38.24	1.46	0.9	6.14	0.87
99-Jof(01)	vibracore	brass	484	1.95	0	66.52	1.66	0.56	26.75	0.76
99-Jof(01)	vibracore	brass	486	2.11	0	54.93	1.34	0.6	15.43	0.85
99-Jof(01)	vibracore	brass	488	4.67	0	51.29	1.37	0.67	13.34	1.25
99-Jof(01)	vibracore	brass	490	5.3	0	46.13	1.4	0.76	9.2	0.7
99-Jof(01)	vibracore	brass	492	7.92	0	33.13	1.69	1.13	4.63	0.12
99-Jof(01)	vibracore	brass	494	7.16	0	37.32	1.63	1.02	5.85	0.56
99-Jof(01)	vibracore	brass	496	2.57	0	66.57	1.1	0.37	26.15	0.96
99-Jof(01)	vibracore	brass	498	5.11	0	45.25	1.33	0.73	10.79	0.53
99-Jof(01)	vibracore	brass	500	8.17	0	32.25	1.72	1.17	4.04	0.97
99-Jof(01)	vibracore	brass	502	6.29	0	43.77	1.6	0.9	7.15	0.88
99-Jof(01)	vibracore	brass	504	2.88	0	67.48	1.27	0.41	19.28	1.71
99-Jof(01)	vibracore	brass	506	3.51	0	62.84	1.35	0.5	15.38	1.75
99-Jof(01)	vibracore	brass	508	5.7	0	48.07	1.57	0.81	8.44	1.4
99-Jof(01)	vibracore	brass	510	2.73	0	69.49	1.28	0.39	21.84	2.34
99-Jof(01)	vibracore	brass	512	3.48	0	63.95	1.38	0.5	17.41	2.02
99-Jof(01)	vibracore	brass	514	7.95	0	34.87	1.74	1.14	4.14	1.01
99-Jof(01)	vibracore	brass	516	7.86	0	34.3	1.71	1.12	4.03	0.92
99-Jof(01)	vibracore	brass	518	6.14	0	44.72	1.59	0.88	7.08	0.97
99-Jof(01)	vibracore	brass	520	4.93	0	52.78	1.49	0.7	9	1.26
99-Jof(01)	vibracore	brass	522	6.27	0	42.62	1.56	0.9	4.86	1.22
99-Jof(01)	vibracore	brass	524	7.83	0	36.66	1.77	1.12	2.93	1.35
99-Jof(01)	vibracore	brass	526	10.46	0	23.81	1.96	1.49	1.3	0.76
99-Jof(01)	vibracore	brass	528	9.85	0	25.32	1.88	1.41	1.95	0.82
99-Jof(01)	vibracore	brass	530	10.02	0	24.23	1.89	1.43	1.59	0.76
99-Jof(01)	vibracore	brass	532	10.03	0	23.81	1.88	1.43	1.48	0.69
99-Jof(01)	vibracore	brass	534	10.56	0	22.77	1.95	1.51	1.62	0.33
99-Jof(01)	vibracore	brass	536	10.26	0	23.24	1.91	1.47	1.8	0.58
99-Jof(01)	vibracore	brass	538	9.59	0	24.9	1.82	1.37	1.97	0.67
99-Jof(01)	vibracore	brass	540	9.95	0	24.43	1.88	1.42	1.91	0.59
99-Jof(01)	vibracore	brass	542	9.66	0	26.73	1.88	1.38	2.19	0.6
99-Jof(01)	vibracore	brass	544	7.62	0	36.89	1.73	1.09	5.58	0.72
99-Jof(01)	vibracore	brass	546	2.86	0	68.31	1.29	0.41	23.63	1.4
99-Jof(01)	vibracore	brass	548	4.13	0	56.82	1.37	0.59	13.56	1.15
99-Jof(01)	vibracore	brass	550	3.4	0	63.39	1.33	0.49	19.54	1.19
99-Jof(01)	vibracore	brass	552	3.84	0	58.62	1.33	0.55	14.38	1.41
99-Jof(01)	vibracore	brass	554	4.83	0	51	1.41	0.69	9.06	0.59
99-Jof(01)	vibracore	brass	556	4.81	0	51.95	1.43	0.69	9.26	1.01
99-Jof(01)	vibracore	brass	558	6.51	0	29.75	1.77	1.24	2.04	0.66
99-Jof(01)	vibracore	brass	560	9.32	0	28.29	1.86	1.33	2.18	0.29
99-Jof(01)	vibracore	brass	562	6.17	0	41.26	1.5	0.88	4.3	0.74
99-Jof(01)	vibracore	brass	564	4.91	0	50.56	1.42	0.7	5.75	1.09
99-Jof(01)	vibracore	brass	566	8.27	0	34.6	1.81	1.18	2.43	0.95
99-Jof(01)	vibracore	brass	568	8.96	0	28.31	1.79	1.28	1.22	0.85
99-Jof(01)	vibracore	brass	570	9.65	0	28.35	1.92	1.38	1.68	0.3
99-Jof(01)	vibracore	brass	572	8.65	0	32.58	1.83	1.24	1.89	0.66
99-Jof(01)	vibracore	brass	574	9.56	0	27.98	1.9	1.37	1.45	0.44
99-Jof(01)	vibracore	brass	576	8.97	0	26.64	1.75	1.28	1.11	0.51
99-Jof(01)	vibracore	brass	578	10.12	0	25.4	1.94	1.45	0.76	0.39
99-Jof(01)	vibracore	brass	580	9.69	0	29.38	1.96	1.38	1.18	0.55
99-Jof(01)	vibracore	brass	585	9.64	0	27.35	1.9	1.38	1.34	0.43
99-Jof(01)	vibracore	brass	590	10	0	26.3	1.94	1.43	1.34	0.48
99-Jof(01)	vibracore	brass	595	10.15	0	26.76	1.98	1.45	1.41	0.58
99-Jof(01)	vibracore	brass	600	10.57	0	25.02	2.01	1.51	1.42	0.4
99-Jof(01)	vibracore	brass	610	11.08	0	22.04	2.03	1.58	1.31	0.39
99-Jof(01)	vibracore	brass	620	11.01	0	21.88	2.01	1.57	1.03	0.47
99-Jof(01)	vibracore	brass	630	10.8	0	21.58	1.97	1.54	1.2	0.53
99-Jof(01)	vibracore	brass	640	10.06	0	22.02	1.84	1.44	1.12	0.68
99-Jof(01)	vibracore	brass	650	8.08	0	19.96	1.44	1.15	0.84	0.26
99-Jof(01)	vibracore	brass	660	10.4	0	21.55	1.89	1.49	1.02	0.46
99-Jof(01)	vibracore	brass	670	10.16	0	22.17	1.87	1.45	1.06	0.6
99-Jof(01)	vibracore	brass	680	9.63	0	23.81	1.81	1.38	1.25	0.39
99-Jof(01)	vibracore	brass	690	10.68	0	23.16	1.99	1.53	1.42	0.55
99-Jof(01)	vibracore	brass	700	10.3	0	20.77	1.86	1.47	1.55	0.04
99-Jof(01)	vibracore	brass	710	10.51	0	22.34	1.93	1.5	1.36	0.4
99-Jof(01)	vibracore	brass	720	10.78	0	22.03	1.97	1.54	1.38	0.49
99-Jof(01)	vibracore	brass	730	9.66	0	24.49	1.83	1.38	1.32	0.51
99-Jof(01)	vibracore	brass	740	8.79	0	29.11	1.77	1.26	1.56	0.87
99-Jof(01)	vibracore	brass	750	9	0	9.7	1.42	1.29	0.54	0.25
99-Jof(01)	vibracore	brass	760	9.5	0	27.9	1.88	1.36	1.31	0.93
99-Jof(01)	vibracore	brass	770	10.01	0	22.99	1.86	1.43	1.09	0.75
99-Jof(01)	vibracore	brass	780	10.76	0	25.01	2.05	1.54	0.9	1.34
99-Jof(01)	vibracore	brass	790	7.46	0	38.22	1.72	1.07	1.64	2.04
99-Jof(01)	vibracore	brass	800	10.84	0	23.9	2.03	1.55	0.99	1.32
99-Jof(01)	vibracore	brass	810	10.47	0	24.25	1.97	1.5	0.99	1.12
99-Jof(01)	vibracore	brass	820	11.09	0	18.61	1.95	1.58	0.44	0.58
99-Jof(01)	vibracore	brass	830	10.11	0	24.36	1.91	1.44	0.96	1.07
99-Jof(01)	vibracore	brass	840	11.51	0	20.03	2.06	1.64	0.73	0.94
99-Jof(01)	vibracore	brass	850	10.2	0	23.25	1.9	1.46	1.01	0.84
99-Jof(01)	vibracore	brass	860	10.62	0	23.59	1.99	1.52	1.01	0.92
99-Jof(01)	vibracore	brass	870	10.7	0	22.54	1.97	1.53	0.8	0.86
99-Jof(01)	vibracore	brass	880	10.58	0	24.27	2	1.51	0.99	1.11
99-Jof(01)	vibracore	brass	890	10.22	0	23.47	1.91	1.46	0.98	0.92
99-Jof(01)	vibracore	brass	900	10.35	0	25.46	1.98	1.48	1.25	1.14
99-Jof(01)	vibracore	brass	910	10.48	0	24.4	1.98	1.5	1.11	1.14
99-Jof(01)	vibracore	brass	920	8.89	0	27.86	1.76	1.27	1.39	1.11
99-Jof(01)	vibracore	brass	930	9.96	0	27.86	1.97	1.42	1.65	1.27
99-Jof(01)	vibracore	brass	940	11.5	0	20.13	2.06	1.64	0.91	0.86
99-Jof(01)	vibracore	brass	950	11.52	0	19.13	2.03	1.65	0.79	0.8
99-Jof(01)	vibracore	brass	960	11.06	0	21.48	2.01	1.58	1.12	0.64
99-Jof(01)	vibracore	brass	970	11.67	0	17.9	2.03	1.67	0.88	0.7
99-Jof(01)	vibracore	brass	980	7.82	0	30.14	1.6	1.12	1.83	0.94
99-Jof(01)	vibracore	brass	990	8.73	0	28.66	1.75	1.25	1.48	1.17
99-Jof(01)	vibracore	brass	1000	9.44	0	28.5	1.89	1.35	1.52	1.19
99-Jof(01)	vibracore	brass	1010	12.12	0	16.96	2.08	1.73	0.76	0.74
99-Jof(01)	vibracore	brass	1020	11.12	0	19.27	1.97	1.59	0.84	0.6
99-Jof(01)	vibracore	brass	1030	11.13	0	16.92	1.91	1.59	0.65	0.57
99-Jof(01)	vibracore	brass	1040	10.99	0	20.28	1.97	1.57	0.95	0.94
99-Jof(01)	vibracore	brass	1050	11.24	0	18.15	1.96	1.61	0.52	0.68
99-Jof(01)	vibracore	brass	1060	10.57	0	24.31	1.99	1.51	1.35	1.08
99-Jof(01)	vibracore	brass	1070	11.69	0	17.4	2.02	1.67	0.39	0.62
99-Jof(01)	vibracore	brass	1080	9.89	0	24.38	1.87	1.41	1.32	0.78
99-Jof(01)	vibracore	brass	1090	11.35	0	18.83	2	1.62	0.6	0.65
99-Jof(01)	vibracore	brass	1100	11.71	0	17.91	2.04	1.67	0.48	0.51
99-Jof(01)	vibracore	brass	1110	11.9	0	17.86	2.07	1.7	0.49	0.47
99-Jof(01)	vibracore	brass	1120	36.44	0	14.26	NA	NA	0.59	0.5
99-Jof(01)	vibracore	brass	1130	35.37	0	11.52	NA	NA	0.38	0.35
99-Jof(01)	vibracore	brass	1134	50.15	0	14.1	NA	NA	0.49	0.46
00-Glacier(02)	gravity	syringe	0.5	0.71	0	53.85	1.54	0.71	3.43	NA
00-Glacier(02)	gravity	syringe	1.5	0.7	0	48.8	1.37	0.7	2.88	NA
00-Glacier(02)	gravity	syringe	2.5	0.68	0	53.96	1.47	0.68	3.21	NA
00-Glacier(02)	gravity	syringe	3.5	0.73	0	48.53	1.42	0.73	3.05	NA
00-Glacier(02)	gravity	syringe	4.5	0.62	0	55.62	1.4	0.62	3.32	NA
00-Glacier(02)	gravity	syringe	5.5	0.69	0	50.95	1.41	0.69	2.79	NA
00-Glacier(02)	gravity	syringe	6.5	0.81	0	45.98	1.5	0.81	2.15	NA
00-Glacier(02)	gravity	syringe	7.5	0.88	0	42.64	1.54	0.88	2.46	NA
00-Glacier(02)	gravity	syringe	8.5	0.99	0	41.9	1.7	0.99	2.47	NA
00-Glacier(02)	gravity	syringe	9.5	1.05	0	37.95	1.7	1.05	2.2	NA
00-Glacier(02)	gravity	syringe	10.5	0.92	0	41.84	1.58	0.92	2.44	NA
00-Glacier(02)	gravity	syringe	11.5	1.11	0	33.37	1.66	1.11	1.54	NA
00-Glacier(02)	gravity	syringe	12.5	1.09	0	35.17	1.68	1.09	1.67	NA
00-Glacier(02)	gravity	syringe	13.5	1.05	0	35.69	1.64	1.05	1.87	NA
00-Glacier(02)	gravity	syringe	14.5	0.97	0	39.11	1.59	0.97	2.2	NA
00-Glacier(02)	gravity	syringe	15.5	1.01	0	36.98	1.6	1.01	1.89	NA
00-Glacier(02)	gravity	syringe	16.5	0.96	0	39.49	1.58	0.96	1.8	NA
00-Glacier(02)	gravity	syringe	17.5	1.1	0	34.76	1.68	1.1	1.87	NA
00-Glacier(02)	gravity	syringe	18.5	1.05	0	35.25	1.62	1.05	1.55	NA
00-Glacier(02)	gravity	syringe	19.5	1.01	0	37.68	1.62	1.01	1.8	NA
00-Glacier(02)	gravity	syringe	20.5	0.95	0	39.06	1.56	0.95	2.05	NA
00-Glacier(02)	gravity	syringe	21.5	1	0	36.2	1.56	1	1.94	NA
00-Glacier(02)	gravity	syringe	22.5	1.01	0	38.63	1.64	1.01	1.73	NA
00-Glacier(02)	gravity	syringe	23.5	1.02	0	38.63	1.66	1.02	1.67	NA
00-Glacier(02)	gravity	syringe	24.5	1	0	38.43	1.62	1	2.33	NA
00-Glacier(02)	gravity	syringe	25.5	0.96	0	41.18	1.62	0.96	2.13	NA
00-Glacier(02)	gravity	syringe	26.5	1.15	0	33.22	1.72	1.15	1.65	NA
00-Glacier(02)	gravity	syringe	27.5	1.02	0	38.74	1.67	1.02	2.28	NA
00-Glacier(02)	gravity	syringe	28.5	0.99	0	37.96	1.6	0.99	1.86	NA
00-Glacier(02)	gravity	syringe	29.5	0.92	0	40.84	1.55	0.92	2.09	NA
00-Glacier(02)	gravity	syringe	30.5	1.12	0	35.16	1.72	1.12	1.41	NA
00-Glacier(02)	gravity	syringe	31.5	1.04	0	35.97	1.62	1.04	1.79	NA
00-Glacier(02)	gravity	syringe	32.5	1.01	0	37.74	1.63	1.01	1.99	NA
00-Glacier(02)	gravity	syringe	33.5	0.96	0	40.33	1.6	0.96	2.29	NA
00-Glacier(02)	gravity	syringe	34.5	0.91	0	41.38	1.55	0.91	2.65	NA
00-Glacier(02)	gravity	syringe	35.5	0.98	0	38.98	1.6	0.98	2.19	NA
00-Glacier(02)	gravity	syringe	36.5	0.89	0	40.37	1.49	0.89	2.55	NA
00-Glacier(02)	gravity	syringe	37.5	0.92	0	41.02	1.56	0.92	2.56	NA
00-Glacier(02)	gravity	syringe	38.5	0.88	0	36.86	1.39	0.88	1.99	NA
00-Glacier(02)	gravity	syringe	39.5	0.8	0	45.39	1.47	0.8	2.71	NA
00-Glacier(02)	gravity	syringe	40.5	1.04	0	35.8	1.62	1.04	2.13	NA
00-Glacier(02)	gravity	syringe	41.5	1.15	0	32.29	1.7	1.15	1.95	NA
00-Lill(A)	gravity	syringe	0.5	0.57	0	57.19	1.34	0.57	2.91	NA
00-Lill(A)	gravity	syringe	1.5	0.57	0	56.83	1.32	0.57	3.12	NA
00-Lill(A)	gravity	syringe	2.5	0.57	0	56.71	1.31	0.57	3	NA
00-Lill(A)	gravity	syringe	3.5	0.63	0	53.91	1.37	0.63	2.86	NA
00-Lill(A)	gravity	syringe	4.5	0.57	0	57.58	1.34	0.57	3.02	NA
00-Lill(A)	gravity	syringe	5.5	0.54	0	58.76	1.3	0.54	3.26	NA
00-Lill(A)	gravity	syringe	6.5	0.56	0	57.48	1.31	0.56	3	NA
00-Lill(A)	gravity	syringe	7.5	0.62	0	54.33	1.35	0.62	2.94	NA
00-Lill(A)	gravity	syringe	8.5	0.66	0	52.35	1.38	0.66	3.08	NA
00-Lill(A)	gravity	syringe	9.5	0.67	0	52.15	1.41	0.67	2.91	NA
00-Lill(A)	gravity	syringe	10.5	0.58	0	56.81	1.34	0.58	3.92	NA
00-Lill(A)	gravity	syringe	11.5	0.81	0	46.22	1.5	0.81	2.97	NA
00-Lill(A)	gravity	syringe	12.5	0.84	0	44.17	1.5	0.84	3.18	NA
00-Lill(A)	gravity	syringe	13.5	0.66	0	53.02	1.41	0.66	3.63	NA
00-Lill(A)	gravity	syringe	14.5	0.76	0	49.07	1.5	0.76	2.69	NA
00-Lill(A)	gravity	syringe	15.5	0.67	0	51.93	1.4	0.67	2.56	NA
00-Lill(A)	gravity	syringe	16.5	0.69	0	51.93	1.43	0.69	2.56	NA
00-Lill(A)	gravity	syringe	17.5	0.54	0	55.35	1.21	0.54	3.09	NA
00-Lill(A)	gravity	syringe	18.5	0.63	0	53.32	1.36	0.63	3.1	NA
00-Lill(A)	gravity	syringe	19.5	0.71	0	50.99	1.44	0.71	2.98	NA
00-Lill(A)	gravity	syringe	20.5	0.76	0	48.42	1.47	0.76	2.83	NA
00-Lill(A)	gravity	syringe	21.5	0.42	0	56.46	0.96	0.42	4.1	NA
00-Lill(A)	gravity	syringe	22.5	0.73	0	49.52	1.44	0.73	3.17	NA
00-Lill(A)	gravity	syringe	23.5	0.9	0	42.42	1.56	0.9	3.09	NA
00-Lill(A)	gravity	syringe	24.5	0.69	0	51.98	1.43	0.69	3.24	NA
00-Lill(A)	gravity	syringe	25.5	0.69	0	51.35	1.41	0.69	3.12	NA
00-Lill(A)	gravity	syringe	26.5	0.73	0	49.79	1.45	0.73	3.15	NA
00-Lill(A)	gravity	syringe	27.5	0.78	0	47.74	1.49	0.78	2.88	NA
00-Lill(A)	gravity	syringe	28.5	0.7	0	50.44	1.42	0.7	3.39	NA
00-Lill(A)	gravity	syringe	29.5	0.83	0	44.88	1.51	0.83	3.55	NA
00-Lill(A)	gravity	syringe	30.5	0.71	0	50.53	1.43	0.71	2.55	NA
00-Lill(A)	gravity	syringe	31.5	0.79	0	47.29	1.49	0.79	2.24	NA
00-Lill(A)	gravity	syringe	32.5	0.82	0	48.62	1.59	0.82	2.98	NA
00-Lill(A)	gravity	syringe	33.5	0.72	0	50.59	1.45	0.72	2.75	NA
00-Lill(A)	gravity	syringe	34.5	0.72	0	49.85	1.44	0.72	3.19	NA
00-Lill(A)	gravity	syringe	35.5	0.61	0	56.04	1.38	0.61	3.7	NA
00-Lill(A)	gravity	syringe	36.5	0.73	0	48.65	1.42	0.73	3.13	NA
00-Lill(A)	gravity	syringe	37.5	0.68	0	50.75	1.38	0.68	3.24	NA
00-Lill(A)	gravity	syringe	38.5	0.82	0	48.45	1.59	0.82	3.29	NA
00-Lill(A)	gravity	syringe	39.5	0.86	0	43.71	1.53	0.86	2.81	NA
00-Lill(A)	gravity	syringe	40.5	0.78	0	47.27	1.47	0.78	2.88	NA
00-Lill(A)	gravity	syringe	41.5	0.84	0	43.88	1.49	0.84	2.78	NA
00-Lill(A)	gravity	syringe	42.5	0.8	0	44.17	1.44	0.8	2.8	NA
00-Lill(A)	gravity	syringe	43.5	0.82	0	45.85	1.52	0.82	3.09	NA
00-Lill(A)	gravity	syringe	44.5	0.79	0	46.68	1.48	0.79	3.42	NA
00-Lill(A)	gravity	syringe	45.5	0.76	0	47.75	1.45	0.76	3.23	NA
00-Lill(A)	gravity	syringe	46.5	0.81	0	45.03	1.47	0.81	2.91	NA
00-Lill(A)	gravity	syringe	47.5	0.82	0	45.91	1.52	0.82	3.11	NA
